category_avg_purchase_cycle,category_code
5.843451948051947,medicine
10.15762310063775,computers
7.224719745001122,auto
6.349923566017315,stationery
9.683605222323791,sport
11.973221750323335,apparel
15.16468183735606,appliances
5.66809984292314,country_yard
10.510103621017398,furniture
8.637816793422381,accessories
8.690265116529643,kids
11.22337867808956,electronics
9.439120101629557,construction
,
